0,98
1,100
2,96
3,96
4,94
5,108
6,108
7,74
8,77
9,76
10,76
11,96
12,96
13,84
14,76
15,78
16,78
17,86
18,86
19,98
20,106
21,100
22,100
23,100
24,97
25,97
26,96
27,83
28,83
29,83
30,99
31,99
32,86
33,86
34,78
35,95
36,95
37,110
38,106
39,92
40,92
41,85
42,97
43,97
44,103
45,98
46,98
47,98
48,98
49,96
50,96
51,79
52,79
53,98
54,98
55,95
56,94
57,97
58,97
59,97
